"contact","CIN","current_index","difference","total","month","year"
"Sarah Brady","12348053",2676,545,272.5,6,2020
"Sarah Brady","12348053",2131,380,190,5,2020
"Sarah Brady","12348053",1751,493,246.5,4,2020
"Sarah Brady","12348053",1258,376,188,3,2020
"Sarah Brady","12348053",882,582,291,2,2020
"Sarah Brady","12348053",300,300,150,1,2020
"Sara Garcia","12348052",30269,327,163.5,8,2025
"Sara Garcia","12348052",29942,364,182,7,2025
"Sara Garcia","12348052",29578,539,269.5,6,2025
"Sara Garcia","12348052",29039,436,218,5,2025
"Sara Garcia","12348052",28603,422,211,4,2025
"Sara Garcia","12348052",28181,349,174.5,3,2025
"Sara Garcia","12348052",27832,558,279,2,2025
"Sara Garcia","12348052",27274,410,205,1,2025
"Sara Garcia","12348052",26864,303,151.5,12,2024
"Sara Garcia","12348052",26561,538,269,11,2024
"Sara Garcia","12348052",26023,393,196.5,10,2024
"Sara Garcia","12348052",25630,498,249,9,2024
"Sara Garcia","12348052",25132,462,231,8,2024
"Sara Garcia","12348052",24670,319,159.5,7,2024
"Sara Garcia","12348052",24351,443,221.5,6,2024
"Sara Garcia","12348052",23908,315,157.5,5,2024
"Sara Garcia","12348052",23593,586,293,4,2024
"Sara Garcia","12348052",23007,453,226.5,3,2024
"Sara Garcia","12348052",22554,478,239,2,2024
"Sara Garcia","12348052",22076,424,212,1,2024
"Sara Garcia","12348052",21652,437,218.5,12,2023
"Sara Garcia","12348052",21215,420,210,11,2023
"Sara Garcia","12348052",20795,418,209,10,2023
"Sara Garcia","12348052",20377,493,246.5,9,2023
"Sara Garcia","12348052",19884,439,219.5,8,2023
"Sara Garcia","12348052",19445,597,298.5,7,2023
"Sara Garcia","12348052",18848,560,280,6,2023
"Sara Garcia","12348052",18288,377,188.5,5,2023
"Sara Garcia","12348052",17911,584,292,4,2023
"Sara Garcia","12348052",17327,498,249,3,2023
"Sara Garcia","12348052",16829,543,271.5,2,2023
"Sara Garcia","12348052",16286,470,235,1,2023
"Sara Garcia","12348052",15816,384,192,12,2022
"Sara Garcia","12348052",15432,362,181,11,2022
"Sara Garcia","12348052",15070,406,203,10,2022
"Sara Garcia","12348052",14664,561,280.5,9,2022
"Sara Garcia","12348052",14103,322,161,8,2022
"Sara Garcia","12348052",13781,417,208.5,7,2022
"Sara Garcia","12348052",13364,576,288,6,2022
"Sara Garcia","12348052",12788,529,264.5,5,2022
"Sara Garcia","12348052",12259,413,206.5,4,2022
"Sara Garcia","12348052",11846,406,203,3,2022
"Sara Garcia","12348052",11440,370,185,2,2022
"Sara Garcia","12348052",11070,465,232.5,1,2022
"Sara Garcia","12348052",10605,377,188.5,12,2021
"Sara Garcia","12348052",10228,424,212,11,2021
"Sara Garcia","12348052",9804,493,246.5,10,2021
"Sara Garcia","12348052",9311,521,260.5,9,2021
"Sara Garcia","12348052",8790,301,150.5,8,2021
"Sara Garcia","12348052",8489,312,156,7,2021
"Sara Garcia","12348052",8177,509,254.5,6,2021
"Sara Garcia","12348052",7668,418,209,5,2021
"Sara Garcia","12348052",7250,481,240.5,4,2021
"Sara Garcia","12348052",6769,596,298,3,2021
"Sara Garcia","12348052",6173,329,164.5,2,2021
"Sara Garcia","12348052",5844,372,186,1,2021
"Sara Garcia","12348052",5472,471,235.5,12,2020
"Sara Garcia","12348052",5001,565,282.5,11,2020
"Sara Garcia","12348052",4436,394,197,10,2020
"Sara Garcia","12348052",4042,447,223.5,9,2020
"Sara Garcia","12348052",3595,420,210,8,2020
"Sara Garcia","12348052",3175,424,212,7,2020
"Sara Garcia","12348052",2751,594,297,6,2020
"Sara Garcia","12348052",2157,578,289,5,2020
"Sara Garcia","12348052",1579,473,236.5,4,2020
"Sara Garcia","12348052",1106,335,167.5,3,2020
"Sara Garcia","12348052",771,471,235.5,2,2020
"Sara Garcia","12348052",300,300,150,1,2020
"Sandy Hess","12348051",30470,354,177,8,2025
"Sandy Hess","12348051",30116,408,204,7,2025
"Sandy Hess","12348051",29708,491,245.5,6,2025
"Sandy Hess","12348051",29217,489,244.5,5,2025
"Sandy Hess","12348051",28728,372,186,4,2025
"Sandy Hess","12348051",28356,426,213,3,2025
"Sandy Hess","12348051",27930,501,250.5,2,2025
"Sandy Hess","12348051",27429,554,277,1,2025
"Sandy Hess","12348051",26875,316,158,12,2024
"Sandy Hess","12348051",26559,545,272.5,11,2024
"Sandy Hess","12348051",26014,489,244.5,10,2024
"Sandy Hess","12348051",25525,600,300,9,2024
"Sandy Hess","12348051",24925,406,203,8,2024
"Sandy Hess","12348051",24519,546,273,7,2024
"Sandy Hess","12348051",23973,387,193.5,6,2024
"Sandy Hess","12348051",23586,475,237.5,5,2024
"Sandy Hess","12348051",23111,470,235,4,2024
"Sandy Hess","12348051",22641,466,233,3,2024
"Sandy Hess","12348051",22175,473,236.5,2,2024
"Sandy Hess","12348051",21702,502,251,1,2024
"Sandy Hess","12348051",21200,474,237,12,2023
"Sandy Hess","12348051",20726,427,213.5,11,2023
"Sandy Hess","12348051",20299,340,170,10,2023
"Sandy Hess","12348051",19959,350,175,9,2023
"Sandy Hess","12348051",19609,519,259.5,8,2023
"Sandy Hess","12348051",19090,391,195.5,7,2023
"Sandy Hess","12348051",18699,344,172,6,2023
"Sandy Hess","12348051",18355,470,235,5,2023
"Sandy Hess","12348051",17885,369,184.5,4,2023
"Sandy Hess","12348051",17516,436,218,3,2023
"Sandy Hess","12348051",17080,587,293.5,2,2023
"Sandy Hess","12348051",16493,316,158,1,2023
"Sandy Hess","12348051",16177,363,181.5,12,2022
"Sandy Hess","12348051",15814,520,260,11,2022
"Sandy Hess","12348051",15294,439,219.5,10,2022
"Sandy Hess","12348051",14855,398,199,9,2022
"Sandy Hess","12348051",14457,459,229.5,8,2022
"Sandy Hess","12348051",13998,522,261,7,2022
"Sandy Hess","12348051",13476,552,276,6,2022
"Sandy Hess","12348051",12924,538,269,5,2022
"Sandy Hess","12348051",12386,586,293,4,2022
"Sandy Hess","12348051",11800,369,184.5,3,2022
"Sandy Hess","12348051",11431,510,255,2,2022
"Sandy Hess","12348051",10921,596,298,1,2022
"Sandy Hess","12348051",10325,355,177.5,12,2021
"Sandy Hess","12348051",9970,460,230,11,2021
"Sandy Hess","12348051",9510,546,273,10,2021
"Sandy Hess","12348051",8964,341,170.5,9,2021
"Sandy Hess","12348051",8623,565,282.5,8,2021
"Sandy Hess","12348051",8058,310,155,7,2021
"Sandy Hess","12348051",7748,349,174.5,6,2021
"Sandy Hess","12348051",7399,569,284.5,5,2021
"Sandy Hess","12348051",6830,460,230,4,2021
"Sandy Hess","12348051",6370,421,210.5,3,2021
"Sandy Hess","12348051",5949,530,265,2,2021
"Sandy Hess","12348051",5419,345,172.5,1,2021
"Sandy Hess","12348051",5074,540,270,12,2020
"Sandy Hess","12348051",4534,362,181,11,2020
"Sandy Hess","12348051",4172,350,175,10,2020
"Sandy Hess","12348051",3822,427,213.5,9,2020
"Sandy Hess","12348051",3395,400,200,8,2020
"Sandy Hess","12348051",2995,473,236.5,7,2020
"Sandy Hess","12348051",2522,334,167,6,2020
"Sandy Hess","12348051",2188,491,245.5,5,2020
"Sandy Hess","12348051",1697,332,166,4,2020
"Sandy Hess","12348051",1365,492,246,3,2020
"Sandy Hess","12348051",873,573,286.5,2,2020
"Sandy Hess","12348051",300,300,150,1,2020
"Samuel Eto’o","12348050",30390,425,212.5,8,2025
"Samuel Eto’o","12348050",29965,445,222.5,7,2025
"Samuel Eto’o","12348050",29520,408,204,6,2025
"Samuel Eto’o","12348050",29112,456,228,5,2025
"Samuel Eto’o","12348050",28656,591,295.5,4,2025
"Samuel Eto’o","12348050",28065,562,281,3,2025
"Samuel Eto’o","12348050",27503,454,227,2,2025
"Samuel Eto’o","12348050",27049,414,207,1,2025
"Samuel Eto’o","12348050",26635,383,191.5,12,2024
"Samuel Eto’o","12348050",26252,545,272.5,11,2024
"Samuel Eto’o","12348050",25707,399,199.5,10,2024
"Samuel Eto’o","12348050",25308,424,212,9,2024
"Samuel Eto’o","12348050",24884,584,292,8,2024
"Samuel Eto’o","12348050",24300,543,271.5,7,2024
"Samuel Eto’o","12348050",23757,336,168,6,2024
"Samuel Eto’o","12348050",23421,477,238.5,5,2024
"Samuel Eto’o","12348050",22944,411,205.5,4,2024
"Samuel Eto’o","12348050",22533,424,212,3,2024
"Samuel Eto’o","12348050",22109,471,235.5,2,2024
"Samuel Eto’o","12348050",21638,495,247.5,1,2024
"Samuel Eto’o","12348050",21143,357,178.5,12,2023
"Samuel Eto’o","12348050",20786,392,196,11,2023
"Samuel Eto’o","12348050",20394,323,161.5,10,2023
"Samuel Eto’o","12348050",20071,469,234.5,9,2023
"Samuel Eto’o","12348050",19602,519,259.5,8,2023
"Samuel Eto’o","12348050",19083,448,224,7,2023
"Samuel Eto’o","12348050",18635,579,289.5,6,2023
"Samuel Eto’o","12348050",18056,396,198,5,2023
"Samuel Eto’o","12348050",17660,327,163.5,4,2023
"Samuel Eto’o","12348050",17333,379,189.5,3,2023
"Samuel Eto’o","12348050",16954,302,151,2,2023
"Samuel Eto’o","12348050",16652,457,228.5,1,2023
"Samuel Eto’o","12348050",16195,301,150.5,12,2022
"Samuel Eto’o","12348050",15894,457,228.5,11,2022
"Samuel Eto’o","12348050",15437,453,226.5,10,2022
"Samuel Eto’o","12348050",14984,412,206,9,2022
"Samuel Eto’o","12348050",14572,318,159,8,2022
"Samuel Eto’o","12348050",14254,503,251.5,7,2022
"Samuel Eto’o","12348050",13751,588,294,6,2022
"Samuel Eto’o","12348050",13163,375,187.5,5,2022
"Samuel Eto’o","12348050",12788,497,248.5,4,2022
"Samuel Eto’o","12348050",12291,560,280,3,2022
"Samuel Eto’o","12348050",11731,550,275,2,2022
"Samuel Eto’o","12348050",11181,542,271,1,2022
"Samuel Eto’o","12348050",10639,472,236,12,2021
"Samuel Eto’o","12348050",10167,594,297,11,2021
"Samuel Eto’o","12348050",9573,478,239,10,2021
"Samuel Eto’o","12348050",9095,429,214.5,9,2021
"Samuel Eto’o","12348050",8666,378,189,8,2021
"Samuel Eto’o","12348050",8288,349,174.5,7,2021
"Samuel Eto’o","12348050",7939,434,217,6,2021
"Samuel Eto’o","12348050",7505,567,283.5,5,2021
"Samuel Eto’o","12348050",6938,323,161.5,4,2021
"Samuel Eto’o","12348050",6615,594,297,3,2021
"Samuel Eto’o","12348050",6021,589,294.5,2,2021
"Samuel Eto’o","12348050",5432,492,246,1,2021
"Samuel Eto’o","12348050",4940,359,179.5,12,2020
"Samuel Eto’o","12348050",4581,388,194,11,2020
"Samuel Eto’o","12348050",4193,427,213.5,10,2020
"Samuel Eto’o","12348050",3766,435,217.5,9,2020
"Samuel Eto’o","12348050",3331,471,235.5,8,2020
"Samuel Eto’o","12348050",2860,308,154,7,2020
"Samuel Eto’o","12348050",2552,586,293,6,2020
"Samuel Eto’o","12348050",1966,378,189,5,2020
"Samuel Eto’o","12348050",1588,385,192.5,4,2020
"Samuel Eto’o","12348050",1203,586,293,3,2020
"Samuel Eto’o","12348050",617,317,158.5,2,2020
"Samuel Eto’o","12348050",300,300,150,1,2020
"Samantha Smith","12348049",31051,542,271,8,2025
"Samantha Smith","12348049",30509,406,203,7,2025
"Samantha Smith","12348049",30103,355,177.5,6,2025
"Samantha Smith","12348049",29748,571,285.5,5,2025
"Samantha Smith","12348049",29177,471,235.5,4,2025
"Samantha Smith","12348049",28706,304,152,3,2025
"Samantha Smith","12348049",28402,533,266.5,2,2025
"Samantha Smith","12348049",27869,319,159.5,1,2025
"Samantha Smith","12348049",27550,583,291.5,12,2024
"Samantha Smith","12348049",26967,390,195,11,2024
"Samantha Smith","12348049",26577,541,270.5,10,2024
"Samantha Smith","12348049",26036,572,286,9,2024
"Samantha Smith","12348049",25464,447,223.5,8,2024
"Samantha Smith","12348049",25017,417,208.5,7,2024
"Samantha Smith","12348049",24600,546,273,6,2024
"Samantha Smith","12348049",24054,325,162.5,5,2024
"Samantha Smith","12348049",23729,470,235,4,2024
"Samantha Smith","12348049",23259,474,237,3,2024
"Samantha Smith","12348049",22785,350,175,2,2024
"Samantha Smith","12348049",22435,438,219,1,2024
"Samantha Smith","12348049",21997,524,262,12,2023
"Samantha Smith","12348049",21473,308,154,11,2023
"Samantha Smith","12348049",21165,545,272.5,10,2023
"Samantha Smith","12348049",20620,600,300,9,2023
"Samantha Smith","12348049",20020,302,151,8,2023
"Samantha Smith","12348049",19718,546,273,7,2023
"Samantha Smith","12348049",19172,359,179.5,6,2023
"Samantha Smith","12348049",18813,587,293.5,5,2023
"Samantha Smith","12348049",18226,340,170,4,2023
"Samantha Smith","12348049",17886,573,286.5,3,2023
"Samantha Smith","12348049",17313,443,221.5,2,2023
"Samantha Smith","12348049",16870,464,232,1,2023
"Samantha Smith","12348049",16406,417,208.5,12,2022
"Samantha Smith","12348049",15989,419,209.5,11,2022
"Samantha Smith","12348049",15570,343,171.5,10,2022
"Samantha Smith","12348049",15227,559,279.5,9,2022
"Samantha Smith","12348049",14668,445,222.5,8,2022
"Samantha Smith","12348049",14223,495,247.5,7,2022
"Samantha Smith","12348049",13728,571,285.5,6,2022
"Samantha Smith","12348049",13157,451,225.5,5,2022
"Samantha Smith","12348049",12706,462,231,4,2022
"Samantha Smith","12348049",12244,502,251,3,2022
"Samantha Smith","12348049",11742,550,275,2,2022
"Samantha Smith","12348049",11192,541,270.5,1,2022
"Samantha Smith","12348049",10651,432,216,12,2021
"Samantha Smith","12348049",10219,550,275,11,2021
"Samantha Smith","12348049",9669,503,251.5,10,2021
"Samantha Smith","12348049",9166,338,169,9,2021
"Samantha Smith","12348049",8828,547,273.5,8,2021
"Samantha Smith","12348049",8281,498,249,7,2021
"Samantha Smith","12348049",7783,301,150.5,6,2021
"Samantha Smith","12348049",7482,324,162,5,2021
"Samantha Smith","12348049",7158,336,168,4,2021
"Samantha Smith","12348049",6822,564,282,3,2021
"Samantha Smith","12348049",6258,524,262,2,2021
"Samantha Smith","12348049",5734,398,199,1,2021
"Samantha Smith","12348049",5336,577,288.5,12,2020
"Samantha Smith","12348049",4759,475,237.5,11,2020
"Samantha Smith","12348049",4284,327,163.5,10,2020
"Samantha Smith","12348049",3957,436,218,9,2020
"Samantha Smith","12348049",3521,323,161.5,8,2020
"Samantha Smith","12348049",3198,590,295,7,2020
"Samantha Smith","12348049",2608,596,298,6,2020
"Samantha Smith","12348049",2012,362,181,5,2020
"Samantha Smith","12348049",1650,547,273.5,4,2020
"Samantha Smith","12348049",1103,375,187.5,3,2020
"Samantha Smith","12348049",728,428,214,2,2020
"Samantha Smith","12348049",300,300,150,1,2020
"Samantha Jenkins","12348048",31426,472,236,8,2025
"Samantha Jenkins","12348048",30954,459,229.5,7,2025
"Samantha Jenkins","12348048",30495,513,256.5,6,2025
"Samantha Jenkins","12348048",29982,389,194.5,5,2025
"Samantha Jenkins","12348048",29593,438,219,4,2025
"Samantha Jenkins","12348048",29155,494,247,3,2025
"Samantha Jenkins","12348048",28661,572,286,2,2025
"Samantha Jenkins","12348048",28089,385,192.5,1,2025
"Samantha Jenkins","12348048",27704,484,242,12,2024
"Samantha Jenkins","12348048",27220,475,237.5,11,2024
"Samantha Jenkins","12348048",26745,477,238.5,10,2024
"Samantha Jenkins","12348048",26268,356,178,9,2024
"Samantha Jenkins","12348048",25912,310,155,8,2024
"Samantha Jenkins","12348048",25602,343,171.5,7,2024
"Samantha Jenkins","12348048",25259,500,250,6,2024
"Samantha Jenkins","12348048",24759,332,166,5,2024
"Samantha Jenkins","12348048",24427,586,293,4,2024
"Samantha Jenkins","12348048",23841,552,276,3,2024
"Samantha Jenkins","12348048",23289,507,253.5,2,2024
"Samantha Jenkins","12348048",22782,312,156,1,2024
"Samantha Jenkins","12348048",22470,496,248,12,2023
"Samantha Jenkins","12348048",21974,392,196,11,2023
"Samantha Jenkins","12348048",21582,414,207,10,2023
"Samantha Jenkins","12348048",21168,528,264,9,2023
"Samantha Jenkins","12348048",20640,573,286.5,8,2023
"Samantha Jenkins","12348048",20067,450,225,7,2023
"Samantha Jenkins","12348048",19617,490,245,6,2023
"Samantha Jenkins","12348048",19127,518,259,5,2023
"Samantha Jenkins","12348048",18609,543,271.5,4,2023
"Samantha Jenkins","12348048",18066,550,275,3,2023
"Samantha Jenkins","12348048",17516,335,167.5,2,2023
"Samantha Jenkins","12348048",17181,403,201.5,1,2023
"Samantha Jenkins","12348048",16778,558,279,12,2022
"Samantha Jenkins","12348048",16220,367,183.5,11,2022
"Samantha Jenkins","12348048",15853,571,285.5,10,2022
"Samantha Jenkins","12348048",15282,418,209,9,2022
"Samantha Jenkins","12348048",14864,422,211,8,2022
"Samantha Jenkins","12348048",14442,589,294.5,7,2022
"Samantha Jenkins","12348048",13853,566,283,6,2022
"Samantha Jenkins","12348048",13287,494,247,5,2022
"Samantha Jenkins","12348048",12793,310,155,4,2022
"Samantha Jenkins","12348048",12483,551,275.5,3,2022
"Samantha Jenkins","12348048",11932,468,234,2,2022
"Samantha Jenkins","12348048",11464,548,274,1,2022
"Samantha Jenkins","12348048",10916,457,228.5,12,2021
"Samantha Jenkins","12348048",10459,307,153.5,11,2021
"Samantha Jenkins","12348048",10152,439,219.5,10,2021
"Samantha Jenkins","12348048",9713,570,285,9,2021
"Samantha Jenkins","12348048",9143,576,288,8,2021
"Samantha Jenkins","12348048",8567,487,243.5,7,2021
"Samantha Jenkins","12348048",8080,312,156,6,2021
"Samantha Jenkins","12348048",7768,380,190,5,2021
"Samantha Jenkins","12348048",7388,588,294,4,2021
"Samantha Jenkins","12348048",6800,579,289.5,3,2021
"Samantha Jenkins","12348048",6221,551,275.5,2,2021
"Samantha Jenkins","12348048",5670,565,282.5,1,2021
"Samantha Jenkins","12348048",5105,309,154.5,12,2020
"Samantha Jenkins","12348048",4796,591,295.5,11,2020
"Samantha Jenkins","12348048",4205,491,245.5,10,2020
"Samantha Jenkins","12348048",3714,374,187,9,2020
"Samantha Jenkins","12348048",3340,340,170,8,2020
"Samantha Jenkins","12348048",3000,359,179.5,7,2020
"Samantha Jenkins","12348048",2641,423,211.5,6,2020
"Samantha Jenkins","12348048",2218,500,250,5,2020
"Samantha Jenkins","12348048",1718,588,294,4,2020
"Samantha Jenkins","12348048",1130,385,192.5,3,2020
"Samantha Jenkins","12348048",745,445,222.5,2,2020
"Samantha Jenkins","12348048",300,300,150,1,2020
"Rowan Atkinson","12348047",30111,580,290,8,2025
"Rowan Atkinson","12348047",29531,496,248,7,2025
"Rowan Atkinson","12348047",29035,338,169,6,2025
"Rowan Atkinson","12348047",28697,313,156.5,5,2025
"Rowan Atkinson","12348047",28384,426,213,4,2025
"Rowan Atkinson","12348047",27958,436,218,3,2025
"Rowan Atkinson","12348047",27522,327,163.5,2,2025
"Rowan Atkinson","12348047",27195,439,219.5,1,2025
"Rowan Atkinson","12348047",26756,524,262,12,2024
"Rowan Atkinson","12348047",26232,385,192.5,11,2024
"Rowan Atkinson","12348047",25847,489,244.5,10,2024
"Rowan Atkinson","12348047",25358,550,275,9,2024
"Rowan Atkinson","12348047",24808,596,298,8,2024
"Rowan Atkinson","12348047",24212,483,241.5,7,2024
"Rowan Atkinson","12348047",23729,324,162,6,2024
"Rowan Atkinson","12348047",23405,397,198.5,5,2024
"Rowan Atkinson","12348047",23008,591,295.5,4,2024
"Rowan Atkinson","12348047",22417,413,206.5,3,2024
"Rowan Atkinson","12348047",22004,309,154.5,2,2024
"Rowan Atkinson","12348047",21695,474,237,1,2024
"Rowan Atkinson","12348047",21221,434,217,12,2023
"Rowan Atkinson","12348047",20787,346,173,11,2023
"Rowan Atkinson","12348047",20441,382,191,10,2023
"Rowan Atkinson","12348047",20059,319,159.5,9,2023
"Rowan Atkinson","12348047",19740,545,272.5,8,2023
"Rowan Atkinson","12348047",19195,415,207.5,7,2023
"Rowan Atkinson","12348047",18780,392,196,6,2023
"Rowan Atkinson","12348047",18388,543,271.5,5,2023
"Rowan Atkinson","12348047",17845,379,189.5,4,2023
"Rowan Atkinson","12348047",17466,370,185,3,2023
"Rowan Atkinson","12348047",17096,490,245,2,2023
"Rowan Atkinson","12348047",16606,484,242,1,2023
"Rowan Atkinson","12348047",16122,404,202,12,2022
"Rowan Atkinson","12348047",15718,593,296.5,11,2022
"Rowan Atkinson","12348047",15125,543,271.5,10,2022
"Rowan Atkinson","12348047",14582,405,202.5,9,2022
"Rowan Atkinson","12348047",14177,461,230.5,8,2022
"Rowan Atkinson","12348047",13716,594,297,7,2022
"Rowan Atkinson","12348047",13122,368,184,6,2022
"Rowan Atkinson","12348047",12754,364,182,5,2022
"Rowan Atkinson","12348047",12390,533,266.5,4,2022
"Rowan Atkinson","12348047",11857,531,265.5,3,2022
"Rowan Atkinson","12348047",11326,531,265.5,2,2022
"Rowan Atkinson","12348047",10795,523,261.5,1,2022
"Rowan Atkinson","12348047",10272,325,162.5,12,2021
"Rowan Atkinson","12348047",9947,359,179.5,11,2021
"Rowan Atkinson","12348047",9588,392,196,10,2021
"Rowan Atkinson","12348047",9196,313,156.5,9,2021
"Rowan Atkinson","12348047",8883,378,189,8,2021
"Rowan Atkinson","12348047",8505,373,186.5,7,2021
"Rowan Atkinson","12348047",8132,414,207,6,2021
